Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"UBTF","Upstream Binding Transcription Factor","Protein Coding","42","GC17M044205","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTF"
"RPS3","Ribosomal Protein S3","Protein Coding","42","GC11P076796","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3"
"SRD5A3","Steroid 5 Alpha-Reductase 3","Protein Coding","42","GC04P055346","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRD5A3"
"DNTT","DNA Nucleotidylexotransferase","Protein Coding","41","GC10P096304","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNTT"
"ADAMTS4","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4","Protein Coding","41","GC01M161184","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4"
"ARHGEF6","Rac/Cdc42 Guanine Nucleotide Exchange Factor 6","Protein Coding","41","GC0XM136665","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF6"
"C7","Complement C7","Protein Coding","41","GC05P040909","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C7"
"CA14","Carbonic Anhydrase 14","Protein Coding","41","GC01P150258","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA14"
"CCS","Copper Chaperone For Superoxide Dismutase","Protein Coding","41","GC11P066593","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCS"
"CNOT3","CCR4-NOT Transcription Complex Subunit 3","Protein Coding","41","GC19P059946","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT3"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","41","GC02P061888","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"ATG7","Autophagy Related 7","Protein Coding","41","GC03P011446","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"BCL11B","BAF Chromatin Remodeling Complex Subunit BCL11B","Protein Coding","41","GC14M099169","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL11B"
"BANF1","BAF Nuclear Assembly Factor 1","Protein Coding","41","GC11P066002","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BANF1"
"ARSG","Arylsulfatase G","Protein Coding","41","GC17P068259","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSG"
"CYP4V2","Cytochrome P450 Family 4 Subfamily V Member 2","Protein Coding","41","GC04P186191","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4V2"
"BCL9","BCL9 Transcription Coactivator","Protein Coding","41","GC01P147541","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL9"
"EEF1A1","Eukaryotic Translation Elongation Factor 1 Alpha 1","Protein Coding","41","GC06M073515","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1"
"FAF1","Fas Associated Factor 1","Protein Coding","41","GC01M050439","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1"
"EFTUD2","Elongation Factor Tu GTP Binding Domain Containing 2","Protein Coding","41","GC17M044852","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFTUD2"
"ETV4","ETS Variant Transcription Factor 4","Protein Coding","41","GC17M043527","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV4"
"GABARAPL1","GABA Type A Receptor Associated Protein Like 1","Protein Coding","41","GC12P010212","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABARAPL1"
"ELOVL5","ELOVL Fatty Acid Elongase 5","Protein Coding","41","GC06M053267","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOVL5"
"FOXG1","Forkhead Box G1","Protein Coding","41","GC14P028766","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXG1"
"GNGT1","G Protein Subunit Gamma Transducin 1","Protein Coding","41","GC07P093591","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNGT1"
"LGR5","Leucine Rich Repeat Containing G Protein-Coupled Receptor 5","Protein Coding","41","GC12P071439","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR5"
"KAT6A","Lysine Acetyltransferase 6A","Protein Coding","41","GC08M041929","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT6A"
"FMO1","Flavin Containing Dimethylaniline Monoxygenase 1","Protein Coding","41","GC01P171248","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMO1"
"GRK5","G Protein-Coupled Receptor Kinase 5","Protein Coding","41","GC10P119207","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK5"
"FTCD","Formimidoyltransferase Cyclodeaminase","Protein Coding","41","GC21M049236","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTCD"
"HSD17B7","Hydroxysteroid 17-Beta Dehydrogenase 7","Protein Coding","41","GC01P162790","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B7"
"DROSHA","Drosha Ribonuclease III","Protein Coding","41","GC05M031401","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA"
"DSC3","Desmocollin 3","Protein Coding","41","GC18M030990","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSC3"
"KCNC4","Potassium Voltage-Gated Channel Subfamily C Member 4","Protein Coding","41","GC01P110264","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC4"
"HTT","Huntingtin","Protein Coding","41","GC04P003041","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT"
"HAO1","Hydroxyacid Oxidase 1","Protein Coding","41","GC20M007863","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAO1"
"GUK1","Guanylate Kinase 1","Protein Coding","41","GC01P228139","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUK1"
"KLHL3","Kelch Like Family Member 3","Protein Coding","41","GC05M137617","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL3"
"KPNB1","Karyopherin Subunit Beta 1","Protein Coding","41","GC17P047649","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNB1"
"INPP5A","Inositol Polyphosphate-5-Phosphatase A","Protein Coding","41","GC10P132537","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5A"
"PDE6C","Phosphodiesterase 6C","Protein Coding","41","GC10P093612","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6C"
"NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","41","GC05P177134","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1"
"NSUN2","NOP2/Sun RNA Methyltransferase 2","Protein Coding","41","GC05M006599","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN2"
"MSMO1","Methylsterol Monooxygenase 1","Protein Coding","41","GC04P165327","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSMO1"
"NDE1","NudE Neurodevelopment Protein 1","Protein Coding","41","GC16P015933","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDE1"
"MT2A","Metallothionein 2A","Protein Coding","41","GC16P056828","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT2A"
"IGFBP1","Insulin Like Growth Factor Binding Protein 1","Protein Coding","41","GC07P047164","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP1"
"RBX1","Ring-Box 1","Protein Coding","41","GC22P040951","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBX1"
"SLC31A1","Solute Carrier Family 31 Member 1","Protein Coding","41","GC09P113221","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC31A1"
"RAG2","Recombination Activating 2","Protein Coding","41","GC11M036575","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG2"
"SGCE","Sarcoglycan Epsilon","Protein Coding","41","GC07M094585","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCE"
"SIX3","SIX Homeobox 3","Protein Coding","41","GC02P044941","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX3"
"SLC25A10","Solute Carrier Family 25 Member 10","Protein Coding","41","GC17P081712","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A10"
"UBR5","Ubiquitin Protein Ligase E3 Component N-Recognin 5","Protein Coding","41","GC08M102252","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"
"TBX20","T-Box Transcription Factor 20","Protein Coding","41","GC07M035237","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX20"
"RPL10A","Ribosomal Protein L10a","Protein Coding","41","GC06P064268","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10A"
"RPS2","Ribosomal Protein S2","Protein Coding","41","GC16M004894","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS2"
"PEX7","Peroxisomal Biogenesis Factor 7","Protein Coding","41","GC06P136822","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX7"
"PGAM1","Phosphoglycerate Mutase 1","Protein Coding","41","GC10P097426","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM1"
"RPL13A","Ribosomal Protein L13a","Protein Coding","41","GC19P049487","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL13A"
"DCTN2","Dynactin Subunit 2","Protein Coding","40","GC12M057605","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN2"
"ABHD12","Abhydrolase Domain Containing 12, Lysophospholipase","Protein Coding","40","GC20M025294","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD12"
"AGO2","Argonaute RISC Catalytic Component 2","Protein Coding","40","GC08M140522","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO2"
"ARL2","ADP Ribosylation Factor Like GTPase 2","Protein Coding","40","GC11P065015","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL2"
"CETN2","Centrin 2","Protein Coding","40","GC0XM152827","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN2"
"CLN8","CLN8 Transmembrane ER And ERGIC Protein","Protein Coding","40","GC08P001755","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN8"
"ADAMTSL1","ADAMTS Like 1","Protein Coding","40","GC09P017906","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTSL1"
"ADCYAP1","Adenylate Cyclase Activating Polypeptide 1","Protein Coding","40","GC18P000895","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCYAP1"
"EXOSC3","Exosome Component 3","Protein Coding","40","GC09M037772","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC3"
"CERK","Ceramide Kinase","Protein Coding","40","GC22M046684","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERK"
"GABRR1","Gamma-Aminobutyric Acid Type A Receptor Subunit Rho1","Protein Coding","40","GC06M089177","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRR1"
"EDEM1","ER Degradation Enhancing Alpha-Mannosidase Like Protein 1","Protein Coding","40","GC03P005187","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDEM1"
"ELAVL2","ELAV Like RNA Binding Protein 2","Protein Coding","40","GC09M023690","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2"
"GOLGA2","Golgin A2","Protein Coding","40","GC09M128255","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2"
"HPGDS","Hematopoietic Prostaglandin D Synthase","Protein Coding","40","GC04M094298","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPGDS"
"KIFAP3","Kinesin Associated Protein 3","Protein Coding","40","GC01M169921","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFAP3"
"KMT2D","Lysine Methyltransferase 2D","Protein Coding","40","GC12M049018","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D"
"LGR6","Leucine Rich Repeat Containing G Protein-Coupled Receptor 6","Protein Coding","40","GC01P202193","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGR6"
"DSCAM","DS Cell Adhesion Molecule","Protein Coding","40","GC21M040010","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSCAM"
"GMPPA","GDP-Mannose Pyrophosphorylase A","Protein Coding","40","GC02P219498","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPPA"
"GNRH1","Gonadotropin Releasing Hormone 1","Protein Coding","40","GC08M025419","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRH1"
"EXOSC2","Exosome Component 2","Protein Coding","40","GC09P130693","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC2"
"HIP1","Huntingtin Interacting Protein 1","Protein Coding","40","GC07M075533","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1"
"KCNV2","Potassium Voltage-Gated Channel Modifier Subfamily V Member 2","Protein Coding","40","GC09P002717","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNV2"
"KPNA1","Karyopherin Subunit Alpha 1","Protein Coding","40","GC03M122421","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA1"
"INPP5B","Inositol Polyphosphate-5-Phosphatase B","Protein Coding","40","GC01M037860","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5B"
"PAICS","Phosphoribosylaminoimidazole Carboxylase And Phosphoribosylaminoimidazolesuccinocarboxamide Synthase","Protein Coding","40","GC04P056410","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS"
"PIWIL1","Piwi Like RNA-Mediated Gene Silencing 1","Protein Coding","40","GC12P130337","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIWIL1"
"PLEKHA1","Pleckstrin Homology Domain Containing A1","Protein Coding","40","GC10P122374","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA1"
"OTOF","Otoferlin","Protein Coding","40","GC02M026458","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTOF"
"MCPH1","Microcephalin 1","Protein Coding","40","GC08P006406","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCPH1"
"MDC1","Mediator Of DNA Damage Checkpoint 1","Protein Coding","40","GC06M054100","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDC1"
"MYOT","Myotilin","Protein Coding","40","GC05P137867","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOT"
"OTX1","Orthodenticle Homeobox 1","Protein Coding","40","GC02P063050","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTX1"
"SLC17A7","Solute Carrier Family 17 Member 7","Protein Coding","40","GC19M049429","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A7"
"SLC39A7","Solute Carrier Family 39 Member 7","Protein Coding","40","GC06P033200","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A7"
"SLC47A1","Solute Carrier Family 47 Member 1","Protein Coding","40","GC17P019495","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC47A1"
"RAB28","RAB28, Member RAS Oncogene Family","Protein Coding","40","GC04M013361","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB28"
"TREH","Trehalase","Protein Coding","40","GC11M118657","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREH"
"TRNT1","TRNA Nucleotidyl Transferase 1","Protein Coding","40","GC03P003126","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRNT1"
"RXRG","Retinoid X Receptor Gamma","Protein Coding","40","GC01M165401","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRG"
"STAG3","Stromal Antigen 3","Protein Coding","40","GC07P100177","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3"
"TBR1","T-Box Brain Transcription Factor 1","Protein Coding","40","GC02P161416","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBR1"
"SYCP3","Synaptonemal Complex Protein 3","Protein Coding","40","GC12M101728","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYCP3"
"SYNE1","Spectrin Repeat Containing Nuclear Envelope Protein 1","Protein Coding","40","GC06M152121","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE1"
"RPL3","Ribosomal Protein L3","Protein Coding","40","GC22M052013","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL3"
"RPL19","Ribosomal Protein L19","Protein Coding","40","GC17P039200","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL19"
"SMARCA5","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 5","Protein Coding","40","GC04P143513","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA5"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","40","GC05P070924","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"SMN2","Survival Of Motor Neuron 2, Centromeric","Protein Coding","40","GC05P070049","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN2"
"RNMT","RNA Guanine-7 Methyltransferase","Protein Coding","40","GC18P015755","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNMT"
"ZP3","Zona Pellucida Glycoprotein 3","Protein Coding","40","GC07P076398","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZP3"
"SRSF1","Serine And Arginine Rich Splicing Factor 1","Protein Coding","40","GC17M058000","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF1"
"ABCB10","ATP Binding Cassette Subfamily B Member 10","Protein Coding","39","GC01M229516","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB10"
"ALG14","ALG14 UDP-N-Acetylglucosaminyltransferase Subunit","Protein Coding","39","GC01M094974","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG14"
"CWC27","CWC27 Spliceosome Associated Cyclophilin","Protein Coding","39","GC05P064768","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWC27"
"COG8","Component Of Oligomeric Golgi Complex 8","Protein Coding","39","GC16M069320","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG8"
"CNOT1","CCR4-NOT Transcription Complex Subunit 1","Protein Coding","39","GC16M058519","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT1"
"B3GALT4","Beta-1,3-Galactosyltransferase 4","Protein Coding","39","GC06P033277","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GALT4"
"B4GALNT2","Beta-1,4-N-Acetyl-Galactosaminyltransferase 2","Protein Coding","39","GC17P049132","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALNT2"
"B4GALT4","Beta-1,4-Galactosyltransferase 4","Protein Coding","39","GC03M119211","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT4"
"ATXN7","Ataxin 7","Protein Coding","39","GC03P063864","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN7"
"B4GALT2","Beta-1,4-Galactosyltransferase 2","Protein Coding","39","GC01P043978","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT2"
"B4GALT6","Beta-1,4-Galactosyltransferase 6","Protein Coding","39","GC18M031622","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT6"
"ATP13A1","ATPase 13A1","Protein Coding","39","GC19M019645","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A1"
"BMP15","Bone Morphogenetic Protein 15","Protein Coding","39","GC0XP050910","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP15"
"ASAP1","ArfGAP With SH3 Domain, Ankyrin Repeat And PH Domain 1","Protein Coding","39","GC08M130052","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAP1"
"EDN2","Endothelin 2","Protein Coding","39","GC01M041478","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN2"
"EXOSC8","Exosome Component 8","Protein Coding","39","GC13P036998","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC8"
"GABRR2","Gamma-Aminobutyric Acid Type A Receptor Subunit Rho2","Protein Coding","39","GC06M089257","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRR2"
"INPP5J","Inositol Polyphosphate-5-Phosphatase J","Protein Coding","39","GC22P031210","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5J"
"HNRNPC","Heterogeneous Nuclear Ribonucleoprotein C","Protein Coding","39","GC14M021210","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPC"
"LDHD","Lactate Dehydrogenase D","Protein Coding","39","GC16M075111","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHD"
"EML1","EMAP Like 1","Protein Coding","39","GC14P099737","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EML1"
"ENSA","Endosulfine Alpha","Protein Coding","39","GC01M150945","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSA"
"CRELD1","Cysteine Rich With EGF Like Domains 1","Protein Coding","39","GC03P011359","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRELD1"
"DSG3","Desmoglein 3","Protein Coding","39","GC18P031447","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG3"
"KIR3DL1","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","39","GC19P060000","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1"
"PDE6H","Phosphodiesterase 6H","Protein Coding","39","GC12P015670","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6H"
"NME8","NME/NM23 Family Member 8","Protein Coding","39","GC07P037889","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME8"
"LIN28A","Lin-28 Homolog A","Protein Coding","39","GC01P026410","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN28A"
"LIN7A","Lin-7 Homolog A, Crumbs Cell Polarity Complex Component","Protein Coding","39","GC12M080792","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN7A"
"PPIH","Peptidylprolyl Isomerase H","Protein Coding","39","GC01P042657","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIH"
"PDLIM1","PDZ And LIM Domain 1","Protein Coding","39","GC10M095237","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDLIM1"
"NEB","Nebulin","Protein Coding","39","GC02M151485","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEB"
"NR6A1","Nuclear Receptor Subfamily 6 Group A Member 1","Protein Coding","39","GC09M124517","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR6A1"
"KLHL9","Kelch Like Family Member 9","Protein Coding","39","GC09M021329","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL9"
"RCBTB1","RCC1 And BTB Domain Containing Protein 1","Protein Coding","39","GC13M049531","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCBTB1"
"SLC17A6","Solute Carrier Family 17 Member 6","Protein Coding","39","GC11P022359","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6"
"SLC39A10","Solute Carrier Family 39 Member 10","Protein Coding","39","GC02P195575","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A10"
"SLC39A6","Solute Carrier Family 39 Member 6","Protein Coding","39","GC18M036108","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6"
"SLC30A1","Solute Carrier Family 30 Member 1","Protein Coding","39","GC01M211571","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A1"
"SIGLEC7","Sialic Acid Binding Ig Like Lectin 7","Protein Coding","39","GC19P051142","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC7"
"SLC30A4","Solute Carrier Family 30 Member 4","Protein Coding","39","GC15M045479","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A4"
"PGLYRP1","Peptidoglycan Recognition Protein 1","Protein Coding","39","GC19M053913","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP1"
"TNPO1","Transportin 1","Protein Coding","39","GC05P072816","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNPO1"
"RUNX1T1","RUNX1 Partner Transcriptional Co-Repressor 1","Protein Coding","39","GC08M091954","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1T1"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","39","GC16P036980","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"RAB35","RAB35, Member RAS Oncogene Family","Protein Coding","39","GC12M120096","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB35"
"TMC8","Transmembrane Channel Like 8","Protein Coding","39","GC17P078130","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMC8"
"TMC1","Transmembrane Channel Like 1","Protein Coding","39","GC09P072521","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMC1"
"ZBTB18","Zinc Finger And BTB Domain Containing 18","Protein Coding","39","GC01P244048","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB18"
"DNMBP","Dynamin Binding Protein","Protein Coding","38","GC10M099875","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMBP"
"ALG11","ALG11 Alpha-1,2-Mannosyltransferase","Protein Coding","38","GC13P052012","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG11"
"ARHGEF5","Rho Guanine Nucleotide Exchange Factor 5","Protein Coding","38","GC07P144355","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF5"
"ACR","Acrosin","Protein Coding","38","GC22P050738","0.315388709306717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACR"
