Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"HSPA9","Heat Shock Protein Family A (Hsp70) Member 9","Protein Coding","45","GC05M138554","1.30887579917908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA9"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","44","GC03P011430","1.30759012699127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"MSTN","Myostatin","Protein Coding","43","GC02M190055","1.30747509002686","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSTN"
"DNM1L","Dynamin 1 Like","Protein Coding","45","GC12P032679","1.29766821861267","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"RAI1","Retinoic Acid Induced 1","Protein Coding","39","GC17P017682","1.29713249206543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAI1"
"JAK1","Janus Kinase 1","Protein Coding","51","GC01M064833","1.29619073867798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1"
"SIRT6","Sirtuin 6","Protein Coding","44","GC19M004174","1.29564738273621","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT6"
"MIR130A","MicroRNA 130a","RNA Gene","20","GC11P057641","1.29253971576691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR130A"
"CTSK","Cathepsin K","Protein Coding","47","GC01M150930","1.29243862628937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSK"
"ITPA","Inosine Triphosphatase","Protein Coding","44","GC20P003554","1.29080152511597","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPA"
"CBSL","Cystathionine Beta-Synthase Like","Protein Coding","13","GC21M006445","1.28893411159515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBSL"
"MIR29B1","MicroRNA 29b-1","RNA Gene","20","GC07M130877","1.28868639469147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29B1"
"MIR210","MicroRNA 210","RNA Gene","21","GC11M001785","1.28735160827637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210"
"H3-2","H3.2 Histone (Putative)","Protein Coding","16","GC01M143894","1.28681015968323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-2"
"FLT1","Fms Related Receptor Tyrosine Kinase 1","Protein Coding","48","GC13M028300","1.28677237033844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT1"
"PLCG2","Phospholipase C Gamma 2","Protein Coding","50","GC16P081773","1.28332757949829","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCG2"
"DDB1","Damage Specific DNA Binding Protein 1","Protein Coding","41","GC11M077264","1.28209257125854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1"
"SERPINB5","Serpin Family B Member 5","Protein Coding","41","GC18P063476","1.28001511096954","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB5"
"ITGB6","Integrin Subunit Beta 6","Protein Coding","45","GC02M160099","1.27973508834839","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB6"
"HNF1A","HNF1 Homeobox A","Protein Coding","44","GC12P121026","1.27736413478851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A"
"TNNI3K","TNNI3 Interacting Kinase","Protein Coding","40","GC01P074235","1.27672410011292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3K"
"POLR2A","RNA Polymerase II Subunit A","Protein Coding","43","GC17P009826","1.27314758300781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2A"
"GUCY2D","Guanylate Cyclase 2D, Retinal","Protein Coding","42","GC17P008002","1.26998448371887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUCY2D"
"CCK","Cholecystokinin","Protein Coding","40","GC03M042274","1.26998448371887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCK"
"ATP13A2","ATPase Cation Transporting 13A2","Protein Coding","41","GC01M016985","1.26835250854492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A2"
"SETX","Senataxin","Protein Coding","39","GC09M132261","1.26835250854492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"SPRTN","SprT-Like N-Terminal Domain","Protein Coding","34","GC01P231337","1.26835250854492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRTN"
"BGN","Biglycan","Protein Coding","41","GC0XP153494","1.26374769210815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGN"
"IL12RB2","Interleukin 12 Receptor Subunit Beta 2","Protein Coding","41","GC01P067307","1.26027858257294","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2"
"ALDH18A1","Aldehyde Dehydrogenase 18 Family Member A1","Protein Coding","44","GC10M095605","1.25967752933502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH18A1"
"ALOX5","Arachidonate 5-Lipoxygenase","Protein Coding","47","GC10P045374","1.25756323337555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5"
"DLL1","Delta Like Canonical Notch Ligand 1","Protein Coding","44","GC06M170282","1.25603520870209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL1"
"SRRT","Serrate, RNA Effector Molecule","Protein Coding","37","GC07P100875","1.25603520870209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRT"
"NORAD","Non-Coding RNA Activated By DNA Damage","RNA Gene","14","GC20M036156","1.25477659702301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NORAD"
"PDGFA","Platelet Derived Growth Factor Subunit A","Protein Coding","41","GC07M000497","1.25400614738464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFA"
"CD14","CD14 Molecule","Protein Coding","43","GC05M140631","1.25137662887573","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14"
"THPO","Thrombopoietin","Protein Coding","40","GC03M184371","1.24946570396423","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THPO"
"PPBP","Pro-Platelet Basic Protein","Protein Coding","41","GC04M073986","1.2484325170517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPBP"
"LYVE1","Lymphatic Vessel Endothelial Hyaluronan Receptor 1","Protein Coding","40","GC11M010777","1.2484325170517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYVE1"
"PXN","Paxillin","Protein Coding","44","GC12M120210","1.24686598777771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXN"
"POLR2J3","RNA Polymerase II Subunit J3","Protein Coding","27","GC07M102537","1.2439706325531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2J3"
"GRK5","G Protein-Coupled Receptor Kinase 5","Protein Coding","41","GC10P119207","1.24348020553589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK5"
"TXN","Thioredoxin","Protein Coding","44","GC09M110243","1.23679864406586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN"
"BMP3","Bone Morphogenetic Protein 3","Protein Coding","40","GC04P081030","1.23599779605865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP3"
"PDHX","Pyruvate Dehydrogenase Complex Component X","Protein Coding","45","GC11P034894","1.23206174373627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHX"
"IL3","Interleukin 3","Protein Coding","41","GC05P132060","1.2307596206665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3"
"SIRT1","Sirtuin 1","Protein Coding","47","GC10P067884","1.22946381568909","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"FABP4","Fatty Acid Binding Protein 4","Protein Coding","42","GC08M081478","1.22913265228271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP4"
"SEC63","SEC63 Homolog, Protein Translocation Regulator","Protein Coding","42","GC06M107867","1.22680270671844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC63"
"SMARCA4","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4","Protein Coding","47","GC19P010932","1.22625184059143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA4"
"APEX1","Apurinic/Apyrimidinic Endodeoxyribonuclease 1","Protein Coding","43","GC14P020455","1.22518658638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1"
"UCA1","Urothelial Cancer Associated 1","RNA Gene","22","GC19P015828","1.22480547428131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCA1"
"ARSA","Arylsulfatase A","Protein Coding","44","GC22M050622","1.22365653514862","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSA"
"EMC7","ER Membrane Protein Complex Subunit 7","Protein Coding","29","GC15M034084","1.22326648235321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC7"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","50","GC12P055966","1.22229433059692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
"F2RL1","F2R Like Trypsin Receptor 1","Protein Coding","44","GC05P076818","1.21947753429413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL1"
"AGBL4","AGBL Carboxypeptidase 4","Protein Coding","32","GC01M048532","1.2187352180481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGBL4"
"CLCNKB","Chloride Voltage-Gated Channel Kb","Protein Coding","42","GC01P016043","1.21796536445618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKB"
"SLC8A1","Solute Carrier Family 8 Member A1","Protein Coding","43","GC02M040078","1.21468234062195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC8A1"
"ATM","ATM Serine/Threonine Kinase","Protein Coding","51","GC11P108222","1.21295940876007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATM"
"IL31","Interleukin 31","Protein Coding","33","GC12M122173","1.21262443065643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL31"
"SMAD9","SMAD Family Member 9","Protein Coding","44","GC13M036844","1.21250236034393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD9"
"CYP27B1","Cytochrome P450 Family 27 Subfamily B Member 1","Protein Coding","45","GC12M057757","1.20878374576569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP27B1"
"STS","Steroid Sulfatase","Protein Coding","43","GC0XP007146","1.20600628852844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STS"
"TLR9","Toll Like Receptor 9","Protein Coding","43","GC03M052222","1.20580577850342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR9"
"COL4A1","Collagen Type IV Alpha 1 Chain","Protein Coding","47","GC13M110148","1.20305681228638","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A1"
"TOP1","DNA Topoisomerase I","Protein Coding","47","GC20P041028","1.20285880565643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP1"
"CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","42","GC20P050190","1.2018278837204","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB"
"CDH3","Cadherin 3","Protein Coding","45","GC16P068637","1.2012015581131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH3"
"ATP6V0A2","ATPase H+ Transporting V0 Subunit A2","Protein Coding","43","GC12P123712","1.20093953609467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0A2"
"ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","50","GC07M087504","1.20082116127014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1"
"LPAR1","Lysophosphatidic Acid Receptor 1","Protein Coding","44","GC09M110873","1.19947338104248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR1"
"CD28","CD28 Molecule","Protein Coding","44","GC02P203706","1.19789433479309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD28"
"COL11A2","Collagen Type XI Alpha 2 Chain","Protein Coding","43","GC06M033162","1.19691920280457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL11A2"
"MYOD1","Myogenic Differentiation 1","Protein Coding","45","GC11P017741","1.19237780570984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOD1"
"CDC45","Cell Division Cycle 45","Protein Coding","43","GC22P019479","1.19183802604675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC45"
"DNAJC5","DnaJ Heat Shock Protein Family (Hsp40) Member C5","Protein Coding","42","GC20P063895","1.1910148859024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC5"
"MIR9-1","MicroRNA 9-1","RNA Gene","20","GC01M156420","1.1910148859024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1"
"IRF6","Interferon Regulatory Factor 6","Protein Coding","43","GC01M209785","1.18566715717316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF6"
"GBE1","1,4-Alpha-Glucan Branching Enzyme 1","Protein Coding","43","GC03M081489","1.18275737762451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBE1"
"PIK3C3","Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3","Protein Coding","47","GC18P041955","1.18128728866577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C3"
"SCT","Secretin","Protein Coding","33","GC11M000626","1.17803776264191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCT"
"MGME1","Mitochondrial Genome Maintenance Exonuclease 1","Protein Coding","33","GC20P017952","1.1774924993515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGME1"
"FUCA1","Alpha-L-Fucosidase 1","Protein Coding","44","GC01M023845","1.17648708820343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUCA1"
"MAPT","Microtubule Associated Protein Tau","Protein Coding","48","GC17P045894","1.17597496509552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT"
"EPRS1","Glutamyl-Prolyl-TRNA Synthetase 1","Protein Coding","34","GC01M219969","1.17597496509552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPRS1"
"TH","Tyrosine Hydroxylase","Protein Coding","50","GC11M002163","1.17257153987885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH"
"LRRK2","Leucine Rich Repeat Kinase 2","Protein Coding","48","GC12P040196","1.17188596725464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRK2"
"SIRT3","Sirtuin 3","Protein Coding","45","GC11M000215","1.1705230474472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT3"
"DBT","Dihydrolipoamide Branched Chain Transacylase E2","Protein Coding","41","GC01M100186","1.1705230474472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBT"
"ATXN10","Ataxin 10","Protein Coding","41","GC22P045673","1.1705230474472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN10"
"G6PC3","Glucose-6-Phosphatase Catalytic Subunit 3","Protein Coding","39","GC17P044070","1.1705230474472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC3"
"AGBL3","AGBL Carboxypeptidase 3","Protein Coding","33","GC07P134986","1.1705230474472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGBL3"
"TLR7","Toll Like Receptor 7","Protein Coding","45","GC0XP012867","1.16778004169464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR7"
"UBE2D3","Ubiquitin Conjugating Enzyme E2 D3","Protein Coding","44","GC04M102794","1.16720986366272","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D3"
"NR0B1","Nuclear Receptor Subfamily 0 Group B Member 1","Protein Coding","45","GC0XM030304","1.16592252254486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR0B1"
"SNRPN","Small Nuclear Ribonucleoprotein Polypeptide N","Protein Coding","43","GC15P024823","1.16592252254486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPN"
"ANKH","ANKH Inorganic Pyrophosphate Transport Regulator","Protein Coding","40","GC05M014706","1.16059160232544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKH"
"TCP1","T-Complex 1","Protein Coding","39","GC06M159778","1.160116314888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP1"
"COL8A2","Collagen Type VIII Alpha 2 Chain","Protein Coding","40","GC01M036095","1.15728342533112","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL8A2"
"PEX14","Peroxisomal Biogenesis Factor 14","Protein Coding","42","GC01P010472","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX14"
"PEX5","Peroxisomal Biogenesis Factor 5","Protein Coding","41","GC12P015391","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX5"
"PEX3","Peroxisomal Biogenesis Factor 3","Protein Coding","41","GC06P143450","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX3"
"PEX19","Peroxisomal Biogenesis Factor 19","Protein Coding","40","GC01M160276","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX19"
"PEX10","Peroxisomal Biogenesis Factor 10","Protein Coding","40","GC01M002403","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX10"
"PEX11B","Peroxisomal Biogenesis Factor 11 Beta","Protein Coding","39","GC01M145911","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX11B"
"PEX13","Peroxisomal Biogenesis Factor 13","Protein Coding","39","GC02P061017","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX13"
"PEX12","Peroxisomal Biogenesis Factor 12","Protein Coding","37","GC17M035574","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX12"
"PEX16","Peroxisomal Biogenesis Factor 16","Protein Coding","37","GC11M076915","1.15364277362823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX16"
"ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","46","GC02M127257","1.15101718902588","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3"
"GH1","Growth Hormone 1","Protein Coding","42","GC17M063917","1.15007925033569","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH1"
"XBP1","X-Box Binding Protein 1","Protein Coding","44","GC22M028794","1.14871644973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XBP1"
"ITGB2","Integrin Subunit Beta 2","Protein Coding","48","GC21M044885","1.14332795143127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2"
"CTSD","Cathepsin D","Protein Coding","49","GC11M001752","1.14305925369263","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"MIR483","MicroRNA 483","RNA Gene","18","GC11M002255","1.14221358299255","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR483"
"MVK","Mevalonate Kinase","Protein Coding","47","GC12P109573","1.1415159702301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVK"
"S100A9","S100 Calcium Binding Protein A9","Protein Coding","40","GC01P153357","1.14138150215149","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A9"
"ANKS3","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 3","Protein Coding","33","GC16M004696","1.14126670360565","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS3"
"KIF3A","Kinesin Family Member 3A","Protein Coding","40","GC05M132689","1.1393461227417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3A"
"FREM2","FRAS1 Related Extracellular Matrix 2","Protein Coding","37","GC13P038687","1.1393461227417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FREM2"
"DHCR7","7-Dehydrocholesterol Reductase","Protein Coding","44","GC11M071428","1.13898813724518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR7"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","45","GC18M023506","1.13682544231415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"STING1","Stimulator Of Interferon Response CGAMP Interactor 1","Protein Coding","32","GC05M139476","1.13666117191315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STING1"
"ATG14","Autophagy Related 14","Protein Coding","35","GC14M055366","1.13456213474274","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG14"
"MAN2B1","Mannosidase Alpha Class 2B Member 1","Protein Coding","43","GC19M012663","1.13147842884064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2B1"
"NCAM1","Neural Cell Adhesion Molecule 1","Protein Coding","44","GC11P112961","1.12753844261169","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1"
"FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","49","GC05P177086","1.12735044956207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4"
"NARS2","Asparaginyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","41","GC11M078435","1.12504720687866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NARS2"
"TPO","Thyroid Peroxidase","Protein Coding","46","GC02P001374","1.12349557876587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPO"
"CCBE1","Collagen And Calcium Binding EGF Domains 1","Protein Coding","40","GC18M059430","1.12213277816772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1"
"FAT4","FAT Atypical Cadherin 4","Protein Coding","38","GC04P125315","1.12213277816772","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT4"
"NTRK3","Neurotrophic Receptor Tyrosine Kinase 3","Protein Coding","50","GC15M087859","1.12178349494934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK3"
"CDK9","Cyclin Dependent Kinase 9","Protein Coding","44","GC09P127908","1.12146723270416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK9"
"MGAM","Maltase-Glucoamylase","Protein Coding","40","GC07P146835","1.12068510055542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAM"
"COL18A1","Collagen Type XVIII Alpha 1 Chain","Protein Coding","43","GC21P045405","1.12060022354126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL18A1"
"SCX","Scleraxis BHLH Transcription Factor","Protein Coding","26","GC08P144265","1.12018549442291","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCX"
"TCF7L2","Transcription Factor 7 Like 2","Protein Coding","44","GC10P112950","1.11713671684265","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2"
"AP3M1","Adaptor Related Protein Complex 3 Subunit Mu 1","Protein Coding","36","GC10M074120","1.11577379703522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP3M1"
"FNDC3B","Fibronectin Type III Domain Containing 3B","Protein Coding","35","GC03P172039","1.11577379703522","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC3B"
"GCG","Glucagon","Protein Coding","39","GC02M162142","1.11547434329987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG"
"RCC1L","RCC1 Like","Protein Coding","23","GC07M075035","1.11238217353821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCC1L"
"SYNM","Synemin","Protein Coding","36","GC15P099098","1.10840928554535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNM"
"DDX3X","DEAD-Box Helicase 3 X-Linked","Protein Coding","45","GC0XP041333","1.10836780071259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX3X"
"CD81","CD81 Molecule","Protein Coding","44","GC11P002467","1.10836780071259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD81"
"POLG2","DNA Polymerase Gamma 2, Accessory Subunit","Protein Coding","40","GC17M064477","1.10836780071259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG2"
"PGPEP1","Pyroglutamyl-Peptidase I","Protein Coding","34","GC19P030314","1.10576832294464","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGPEP1"
"TBP","TATA-Box Binding Protein","Protein Coding","47","GC06P170554","1.10542619228363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBP"
"SLC25A10","Solute Carrier Family 25 Member 10","Protein Coding","41","GC17P081712","1.10542619228363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A10"
"ZP3","Zona Pellucida Glycoprotein 3","Protein Coding","40","GC07P076398","1.10542619228363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZP3"
"ZBTB18","Zinc Finger And BTB Domain Containing 18","Protein Coding","39","GC01P244048","1.10542619228363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB18"
"SDR9C7","Short Chain Dehydrogenase/Reductase Family 9C Member 7","Protein Coding","37","GC12M056923","1.10429906845093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDR9C7"
"NR1H2","Nuclear Receptor Subfamily 1 Group H Member 2","Protein Coding","46","GC19P050329","1.10313534736633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2"
"SYNPO","Synaptopodin","Protein Coding","36","GC05P150601","1.10114026069641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO"
"WRN","WRN RecQ Like Helicase","Protein Coding","44","GC08P031033","1.10015487670898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN"
"KCND2","Potassium Voltage-Gated Channel Subfamily D Member 2","Protein Coding","43","GC07P120273","1.10015487670898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND2"
"ST2","Suppression Of Tumorigenicity 2","Genetic Locus","6","GC11U990127","1.09804749488831","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST2"
"NTRK2","Neurotrophic Receptor Tyrosine Kinase 2","Protein Coding","51","GC09P084668","1.09517550468445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","23","GC11P067480","1.09300136566162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","32","GC01M032913","1.09280014038086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"PLCE1","Phospholipase C Epsilon 1","Protein Coding","41","GC10P093993","1.08500730991364","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCE1"
"APP","Amyloid Beta Precursor Protein","Protein Coding","49","GC21M025880","1.0844452381134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"IFI27","Interferon Alpha Inducible Protein 27","Protein Coding","37","GC14P094104","1.08023250102997","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27"
"SHBG","Sex Hormone Binding Globulin","Protein Coding","39","GC17P007613","1.0781455039978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG"
"OMG","Oligodendrocyte Myelin Glycoprotein","Protein Coding","39","GC17M032426","1.07800030708313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMG"
"ANTXR2","ANTXR Cell Adhesion Molecule 2","Protein Coding","45","GC04M079901","1.07700669765472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR2"
"PIGL","Phosphatidylinositol Glycan Anchor Biosynthesis Class L","Protein Coding","39","GC17P016217","1.07405281066895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGL"
"GSK3B","Glycogen Synthase Kinase 3 Beta","Protein Coding","48","GC03M119821","1.06941175460815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"
"PIGA","Phosphatidylinositol Glycan Anchor Biosynthesis Class A","Protein Coding","43","GC0XM015319","1.0685019493103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGA"
"DPAGT1","Dolichyl-Phosphate N-Acetylglucosaminephosphotransferase 1","Protein Coding","43","GC11M119096","1.06775879859924","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPAGT1"
"ZIC3","Zic Family Member 3","Protein Coding","45","GC0XP137566","1.06725609302521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZIC3"
